movie_id,title,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,genres_list
23,Assassins ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
24,Powder ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Drama', 'Sci-Fi']"
25,Leaving Las Vegas ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
26,Othello ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
27,Now and Then ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
28,Persuasion ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Romance']
29,"City of Lost Children, The ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Adventure', 'Sci-Fi']"
30,Shanghai Triad (Yao a yao yao dao waipo qiao) ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
31,Dangerous Minds ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
32,Twelve Monkeys ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Drama', 'Sci-Fi']"
33,Wings of Courage ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Adventure', 'Romance']"
34,Babe ,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy', 'Drama']"
35,Carrington ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
36,Dead Man Walking ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
37,Across the Sea of Time ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
38,It Takes Two ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
39,Clueless ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
40,"Cry, the Beloved Country ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
41,Richard III ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Drama', 'War']"
42,Dead Presidents ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Action', 'Crime', 'Drama']"
43,Restoration ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
44,Mortal Kombat ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure']"
45,To Die For ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
46,How to Make an American Quilt ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
47,Seven (Se7en) ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Thriller']"
48,Pocahontas ,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['Animation', ""Children's"", 'Musical', 'Romance']"
49,When Night Is Falling ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
50,"Usual Suspects, The ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Thriller']"
51,Guardian Angel ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Action', 'Drama', 'Thriller']"
52,Mighty Aphrodite ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
53,Lamerica ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
54,"Big Green, The ",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy']"
55,Georgia ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
56,Kids of the Round Table ,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Fantasy']"
57,Home for the Holidays ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
58,"Postino, Il (The Postman) ",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
59,"Confessional, The (Le Confessionnal) ",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Mystery']"
60,"Indian in the Cupboard, The ",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Fantasy']"
61,Eye for an Eye ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
62,Mr. Holland's Opus ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
64,Two if by Sea ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
65,Bio-Dome ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
66,Lawnmower Man 2: Beyond Cyberspace ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Sci-Fi', 'Thriller']"
67,Two Bits ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
68,French Twist (Gazon maudit) ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
69,Friday ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
70,From Dusk Till Dawn ,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']"
71,Fair Game ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action']
72,Kicking and Screaming ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
73,"Misérables, Les ",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Drama', 'Musical']"
74,Bed of Roses ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
75,Big Bully ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
76,Screamers ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Sci-Fi', 'Thriller']"
77,Nico Icon ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
78,"Crossing Guard, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
79,"Juror, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
80,"White Balloon, The (Badkonake Sefid ) ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
81,Things to Do in Denver when You're Dead ,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"['Crime', 'Drama', 'Romance']"
82,Antonia's Line (Antonia) ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
83,Once Upon a Time... When We Were Colored ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
84,Last Summer in the Hamptons ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
85,Angels and Insects ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
86,White Squall ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Adventure', 'Drama']"
87,Dunston Checks In ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy']"
88,Black Sheep ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
89,Nick of Time ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
90,"Journey of August King, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
92,Mary Reilly ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
93,Vampire in Brooklyn ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
94,Beautiful Girls ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
95,Broken Arrow ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
96,In the Bleak Midwinter ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
97,"Hate (Haine, La) ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
98,Shopping ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
99,Heidi Fleiss: Hollywood Madam ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
100,City Hall ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
101,Bottle Rocket ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
102,Mr. Wrong ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
103,Unforgettable ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
104,Happy Gilmore ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
105,"Bridges of Madison County, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
106,Nobody Loves Me (Keiner liebt mich) ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
107,Muppet Treasure Island ,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Comedy', 'Musical']"
108,Catwalk ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
109,Headless Body in Topless Bar ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
110,Braveheart ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Action', 'Drama', 'War']"
111,Taxi Driver ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
112,Rumble in the Bronx ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure', 'Crime']"
113,Before and After ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Mystery']"
114,Margaret's Museum ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
115,Happiness Is in the Field ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
116,Anne Frank Remembered ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
117,"Young Poisoner's Handbook, The ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Crime']
118,If Lucy Fell ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
119,"Steal Big, Steal Little ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
120,Race the Sun ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
121,"Boys of St. Vincent, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
122,Boomerang ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
123,Chungking Express ,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"['Drama', 'Mystery', 'Romance']"
124,"Star Maker, The (Uomo delle stelle, L') ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
125,Flirting With Disaster ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
126,"NeverEnding Story III, The ",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Fantasy']"
127,"Silence of the Palace, The (Saimt el Qusur) ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
128,Jupiter's Wife ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
129,Pie in the Sky ,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
130,Angela ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
131,Frankie Starlight ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
132,Jade ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
133,Nueba Yol ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
134,Sonic Outlaws ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
135,Down Periscope ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
136,From the Journals of Jean Seberg ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
137,Man of the Year ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
138,"Neon Bible, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
139,Target ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama']"
140,Up Close and Personal ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
141,"Birdcage, The ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
142,Shadows (Cienie) ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
143,Gospa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
144,"Brothers McMullen, The ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
145,Bad Boys ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action']
146,"Amazing Panda Adventure, The ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's""]"
147,"Basketball Diaries, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
148,"Awfully Big Adventure, An ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
149,Amateur ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Drama', 'Thriller']"
150,Apollo 13 ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
151,Rob Roy ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"['Drama', 'Romance', 'War']"
152,"Addiction, The ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror']
153,Batman Forever ,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure', 'Comedy', 'Crime']"
154,Belle de jour ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
155,Beyond Rangoon ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Drama', 'War']"
156,Blue in the Face ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
157,Canadian Bacon ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Comedy', 'War']"
158,Casper ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's""]"
159,Clockers ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
160,Congo ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
161,Crimson Tide ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,"['Drama', 'Thriller', 'War']"
162,Crumb ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
163,Desperado ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"['Action', 'Romance', 'Thriller']"
164,Devil in a Blue Dress ,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
165,Die Hard: With a Vengeance ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
166,"Doom Generation, The ",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
167,Feast of July ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
168,First Knight ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Action', 'Adventure', 'Drama', 'Romance']"
169,Free Willy 2: The Adventure Home ,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Drama']"
170,Hackers ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Crime', 'Thriller']"
171,Jeffrey ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
172,Johnny Mnemonic ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Action', 'Sci-Fi', 'Thriller']"
173,Judge Dredd ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Action', 'Adventure', 'Sci-Fi']"
174,Jury Duty ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
175,Kids ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
176,Living in Oblivion ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
177,Lord of Illusions ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror']
178,Love & Human Remains ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
179,Mad Love ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
180,Mallrats ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
181,Mighty Morphin Power Rangers: The Movie ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', ""Children's""]"
182,Moonlight and Valentino ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
183,Mute Witness ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
184,Nadja ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
185,"Net, The ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Sci-Fi', 'Thriller']"
186,Nine Months ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
187,Party Girl ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
188,"Prophecy, The ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror']
189,Reckless ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
190,Safe ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
191,"Scarlet Letter, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
192,"Show, The ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
193,Showgirls ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
194,Smoke ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
195,Something to Talk About ,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Drama', 'Romance']"
196,Species ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"['Horror', 'Sci-Fi']"
197,"Stars Fell on Henrietta, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
198,Strange Days ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"['Action', 'Crime', 'Sci-Fi']"
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Drama', 'Musical']"
200,"Tie That Binds, The ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
201,Three Wishes ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
202,Total Eclipse ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
203,"To Wong Foo, Thanks for Everything! Julie Newmar ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
204,Under Siege 2: Dark Territory ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action']
205,Unstrung Heroes ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
206,Unzipped ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
207,"Walk in the Clouds, A ",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
208,Waterworld ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure']"
209,White Man's Burden ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
210,Wild Bill ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Western']
211,"Browning Version, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
212,Bushwhacked ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
213,Burnt By the Sun (Utomlyonnye solntsem) ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
214,Before the Rain (Pred dozhdot) ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
215,Before Sunrise ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
216,Billy Madison ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
217,"Babysitter, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
218,Boys on the Side ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
219,"Cure, The ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
220,Castle Freak ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror']
222,Circle of Friends ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
223,Clerks ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
224,Don Juan DeMarco ,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Drama', 'Romance']"
225,Disclosure ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
226,Dream Man ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
227,Drop Zone ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action']
228,Destiny Turns on the Radio ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
229,Death and the Maiden ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
230,Dolores Claiborne ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
231,Dumb & Dumber ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
